Name,Width,Height,Depth,Artist Name,Country,Price,Category
Wishing No.2,236.2,299.7,142.2,Wenqin Chen,,"$53,051",Sculptures
dynamic dimension,24.5,33,27,Nikolaus Weiler,Germany,"$5,900",Sculptures
Twin,160,100,95,Emily Motto,United Kingdom,"$2,150",Sculptures
Abstraction #154 origami 3,50,50,2.5,Paslier Morgan,France,"$1,040",Sculptures
Nailed it Series Nº 150,124.5,63.5,3.8,Sumit Mehndiratta,India,"$1,510",Sculptures
",,Flight X ''",30,26,16,Kiril Georgiev,Bulgaria,$890,Sculptures
B100810,82,126,33,Michael Deloffre,Thailand,"$9,160",Sculptures
Shades of Woollongabba #4,27.5,41.5,5,James Watts,Australia,"$1,400",Sculptures
untitled 17 07,20,20,8,Jan Hendriks,Netherlands,$840,Sculptures
Be Strong,50.8,50.8,4.4,Emeline Tate,United States,"$2,570",Sculptures
Mother and Child (Limited Edition 6 of 8),16,24,7,Ana Duncan,Ireland,"$2,970",Sculptures
Hold Your Own 2,33,45.7,3.8,Aby Mackie,Spain,"$2,210",Sculptures
Pattern as figure  Wide angle,38,38,30,Jessica Moritz,Israel,"$2,750",Sculptures
"""Athena and Starman""",120,132,3,Michele Rizzi,Italy,"$7,050",Sculptures
"""ICARUS.READY SET GO"" UNIQUE SCULPTURE",30,73,27,Elena Kraft,Germany,"$4,750",Sculptures
"""Vertex"" Glass Wall Sculpture",38.1,66,8.9,Karo Studios,United States,"$2,670",Sculptures
All inclusive,27.9,35.6,3.8,Katherine Duclos,Canada,$545,Sculptures
TENDERNESS,22,10,18,Francesca Dalla Benetta,Mexico,"$1,120",Sculptures
Equilibrium,116.8,139.7,2.5,Valerie Wilcox,United States,"$5,650",Sculptures
Lucky Me!,88.9,45.7,10.2,Mary Jo McGonagle,United States,"$2,720",Sculptures
THE MARBLELOUS TELEVISION,29,28,30,Roland Baladi,France,"$18,750",Sculptures
Abstraction #178 - She's back,50,50,3,Paslier Morgan,France,$910,Sculptures
Between Salvation and Destruction 13,57.1,99.1,4.5,Aby Mackie,Spain,"$1,790",Sculptures
Warp Speed #14,30.5,30.5,5.1,Shelley Heffler,United States,$240,Sculptures
FF 3,152,100,52,Alexander Lorenz,Austria,"$7,200",Sculptures
Live Colorfully,81.3,45.7,7.6,Mary Jo McGonagle,United States,"$3,200",Sculptures
Filling up hulls with fears (sculpture),45,60,6,Stefan Doru Moscu,Romania,"$5,390",Sculptures
Love and Marriage,40.6,104.1,30.5,Kevin Caron,United States,"$2,310",Sculptures
Cheery Blossom,25.4,25.4,5.1,Swapna Namboodiri,Qatar,$310,Sculptures
Dive (big) by Kristof Toth,150,134,30,Peter Vámosi - VamosiArt,Slovakia,"$19,990",Sculptures
Duster,96.5,101.6,4.5,Scott Troxel,United States,"$3,850",Sculptures
Chroma II,50.8,50.8,7.6,Seda Saar,United States,"$3,710",Sculptures
Battle Speech,61,63.5,29.2,Sassoon Kosian,United States,"$3,950",Sculptures
"Harmony of contrast"" (diptych), Limited Edition 2 of 5",66.5,100,6,Andrij Savchuk,Ukraine,"$4,940",Sculptures
Mountain Landscape,22.9,22.9,2.5,Olga Skorokhod,United States,$395,Sculptures
Square hanging on its diagonals,60,60,0.3,Nico Kok,Netherlands,"$3,070",Sculptures
Abstraction #153,50,50,2.5,Paslier Morgan,France,$840,Sculptures
In the evening,90,90,3,Anna Sidi-Yacoub,Ireland,"$1,560",Sculptures
SuperSize,53.3,109.2,53.3,Kevin Caron,United States,"$2,525",Sculptures
TRASFORMAZIONI,20,37,20,Francesca Dalla Benetta,Mexico,"$2,710",Sculptures
Landscape,100,100,5,Ihor Soloviov,Poland,"$3,140",Sculptures
Untitled (8a),27,30,1,Naja Utzon Popov,Denmark,"$1,400",Sculptures
Dolmen Tower-99,30,110,12,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$470,Sculptures
Just gold leaf for me please !,50,50,0.1,Paslier Morgan,France,$790,Sculptures
Untitle,172,50,14,paulo de tarso,Brazil,"$6,050",Sculptures
Emergence,17,31,12,Marko Humphrey-Lahti,United Kingdom,"$3,800",Sculptures
Sentinals,74.9,86.4,3.8,Vince Smith,United Kingdom,"$2,830",Sculptures
Invasion 3,93,96.5,5.1,Nazar Symotiuk,Poland,"$3,105",Sculptures
Vollig Losgelost edition 1.27,30,36,18,Joris Kuipers,Netherlands,"$1,150",Sculptures
ONLY DUO #1,50,50,2,Paslier Morgan,France,$790,Sculptures
Crossroads,61,134.6,7.6,Doug Cannell,United States,"$2,710",Sculptures
House of stone 2,11.7,8.3,9.8,A Kei Nakamura,Japan,$500,Sculptures
ARIADNE,40,192,39,Michael James Talbot,United Kingdom,"$45,750",Sculptures
Edgy Opulence,228.6,304.8,121.9,Eric Boyer,United States,"$12,500",Sculptures
Gyre,129.5,221,160,Kevin Caron,United States,"$19,215",Sculptures
Capella,20.8,71.1,73.7,Cummings Twins,United Kingdom,"$4,021",Sculptures
Tai Chi,100,34.5,16,Jiahui Wu,China,"$27,400",Sculptures
"""Hello cuby!""",90,200,90,Andrius Petkus,Lithuania,"$24,000",Sculptures
BIRD / VIOLET,9,39,20,Ángel Rivas,Spain,"$1,140",Sculptures
***Broken Circle***,29,29,15,Yuriy Kraft,Germany,"$1,660",Sculptures
La Sposa,73,57,10,Giancarlo Morandi,Italy,"$1,060",Sculptures
Trees of winter,79.8,79.8,2,Diana Iancu Torje,France,"$2,400",Sculptures
"Handmade Raku Vessel, Iridescent Raku Arts, Horse Hair Firing",15.2,25.4,15.2,Natalya Seva,United States,$548,Sculptures
Universal Principle works,43.2,48.3,20.3,Genna Gurvich,United States,"$5,350",Sculptures
Mermaid Vase,13.3,17.8,13.3,Fiona Chinkan,United States,$180,Sculptures
Erosion /Aged Silver #12/25,47,109.2,3,Giulia Madonia,Italy,"$1,220",Sculptures
25 squares suspended from one suspension point,80,155,1,Nico Kok,Netherlands,"$1,960",Sculptures
love,7,26,7,melor verulidze,Georgia,$580,Sculptures
Rhythms (iii),43.2,43.2,5.1,Maria Bouquet,Argentina,"$1,700",Sculptures
TORITO,20.3,30.5,10.2,JUAN MARTINEZ PARENTE,Mexico,"$3,820",Sculptures
Solstice,38,92,15,Michael James Talbot,United Kingdom,"$25,750",Sculptures
NEW Geometry 6,50,50,3,Amelia Errazuriz T,Chile,"$2,010",Sculptures
Woven Sand,32.2,42,3,Ana Montoya,France,$790,Sculptures
People,121.9,121.9,10.2,Seunghwui Koo,United States,"$30,000",Sculptures
Wall sculpture Butterfly Park 9,63.5,63.5,3.8,Sumit Mehndiratta,India,"$1,140",Sculptures
B... Pink Luminescent,16,72,12,David Sànchez Leòn,Spain,$550,Sculptures
As the World Turns,60,43,30,Frans Muhren,Netherlands,"$7,550",Sculptures
Water polo bronze sculpture by Kristof Toth,20,24,20,Peter Vámosi - VamosiArt,Slovakia,"$1,760",Sculptures
Young Woman - abstract nude,15,64,17,Heinrich Filter,South Africa,"$1,800",Sculptures
COMPOSITION FLORALE_1,75,74,6,Artist-painter Tone,Canada,"$3,210",Sculptures
Rise and Grind,57.1,66.7,7.6,Mary Jo McGonagle,United States,"$2,900",Sculptures
the space egg,119.9,179.8,119.9,Wolfgang Semmelrock,Austria,"$7,000",Sculptures
"""Arctic"" Glass and Metal Wall Sculpture",91.4,61,9.5,Karo Studios,United States,"$4,850",Sculptures
Rocks,35.6,35.6,4.8,Olga Skorokhod,United States,"$1,200",Sculptures
Standing mummy (blue-black-square),5,44,6,Frans Muhren,Netherlands,"$1,760",Sculptures
NEO,91,28.5,3.5,Kaoru Shibuta,Japan,"$1,910",Sculptures
Abstraction #155,100,55,2.5,Paslier Morgan,France,"$3,480",Sculptures
Taken By Storm II,134.6,76.2,2.5,Valerie Wilcox,United States,"$5,350",Sculptures
Between Chaos & Order 1,55.9,106.7,3.8,Aby Mackie,Spain,"$1,160",Sculptures
Visceral bieng No. 6,47,48,30,Alejandro Lopez,Mexico,"$1,010",Sculptures
Red Dance. SCULPTURE MADE UPON REQUEST,22.9,83.8,17.8,Jose Soler Art,Spain,"$2,010",Sculptures
« PEARL » by M.Y.,175,74.9,5.1,Max Yaskin,Thailand,"$8,500",Sculptures
Skin No.3,45.7,45.7,12.7,Kenny Nguyen,United States,"$1,370",Sculptures
SKY HARVEST ~ Harvest Time,61,162.6,61,William Freer,United States,"$7,800",Sculptures
Sneaker Art Wall Art Sculpture Sophia Webster Puma,27.9,38.1,10.2,Rapheal Crump,United States,"$3,210",Sculptures
Inquiring Mind,55,80,65,Paul Stein,South Africa,"$5,200",Sculptures
The Bicycle Rider,40.6,33,15.2,Uri Dushy,,"$3,925",Sculptures
Callisto,36,94,15,Michael James Talbot,United Kingdom,"$22,250",Sculptures
2006 Hanging Houses,92,74,8,Margreet Zwetsloot,Netherlands,"$2,470",Sculptures
Mars and Minerva,20,20,65,Frans Muhren,Netherlands,"$5,550",Sculptures
“ Angel’s Haven ”,15,25,11,Jiahui Wu,China,$860,Sculptures
"WTF Modern Man,,,, A Selfish portrait",25.4,50.8,20.3,Andru Fijalkowski,United Kingdom,"$2,440",Sculptures
ELICIT EMOTION,14,14,4,Daniel A du Preez,South Africa,$529,Sculptures
LOST and FOUND #80,121.9,213.4,17.8,Karmin Schafer Hansen,United States,"$10,800",Sculptures
"Figurative Landscape, black",25.4,15.2,10.2,Heidi Lanino,United States,"$1,800",Sculptures
untitled (black),64,90,4,Zalo Kappa,Spain,"$1,510",Sculptures
Green Collar,27.9,33,25.4,Larry Graeber,United States,"$1,100",Sculptures
Pine decorative sculpture,37,120,27,Jozef Sedmak,Slovakia,"$1,870",Sculptures
Interactive Mobile 0215 position A,59.9,73.9,4.8,Manuel Izquierdo,Spain,"$2,310",Sculptures
Hongta,35.6,83.8,35.6,Kevin Caron,United States,"$2,160",Sculptures
Penetration VII,100,100,5,Ihor Soloviov,Poland,"$3,340",Sculptures
La Femmes in Black and White II,30.5,7.6,7.6,Heidi Lanino,United States,"$2,170",Sculptures
The heat is in the middle Х,60,60,5,Ihor Soloviov,Poland,"$1,600",Sculptures
Object for the office,11.5,20.5,4,Juan Gonzalez Iglesias,Spain,$690,Sculptures
Horse Rabastas,43,52,20,philippe BUIL,France,"$6,450",Sculptures
from the Krypta series:  L125 (grey eminence),99,191,24,Juliet Vles,Switzerland,"$11,300",Sculptures
Taking the Stinger Out,36,49,35,Nigel Connell Bass,Ireland,"$2,270",Sculptures
Standing Figures 9,29,72,29,Frans Muhren,Netherlands,"$3,770",Sculptures
Grape - In honor of the god Dionysus,27,37,1.2,Dusan Rakic,Serbia,$710,Sculptures
isola viola,130,80,12,rosa migliardi,United Kingdom,"$2,600",Sculptures
Gli innamorati,23,125,17,Ionel Alexandrescu,Italy,"$8,910",Sculptures
Strife,17.8,20.3,17.8,Kris Gebhardt,United States,"$4,210",Sculptures
Monte Cristo,33.5,105.5,38,kingsley james,France,"$3,950",Sculptures
#1520 Lagoon Waters II,25.4,25.4,6.3,Anna Kasabian,United States,$495,Sculptures
LA ESPERA,38,70,26,Francesca Dalla Benetta,Mexico,"$10,960",Sculptures
Chaos,50.2,50.2,2.5,Olga Skorokhod,United States,"$1,970",Sculptures
Back Home 02,25.4,40.6,20.3,Uri Dushy,,"$5,965",Sculptures
Wave,144.8,78.7,30.5,Ryan Schmidt,United States,"$27,250",Sculptures
La paz del sauce (Willow peace),127,87,6.7,Virginia Garcia Costa,Switzerland,"$5,210",Sculptures
Pokédol,8,3.5,3.5,Lara Ješe,Slovenia,$216,Sculptures
Singular Stories From A Sizable Spool: Spin,22.9,22.9,7.6,Ellen Schifffman,United States,$370,Sculptures
Monochromes Neutral colors,270,90,3,Anna Sidi-Yacoub,Ireland,"$4,350",Sculptures
"Diagonal Scribble Mirror, Green",106.7,120.7,0.3,Ryan Coleman,United States,"$4,500",Sculptures
BELEROFONTE,15,49,15,Francesca Dalla Benetta,Mexico,"$2,410",Sculptures
Hive Mapping I ed. 5/25,50.8,76.2,0.8,Tonya Hart,Canada,"$1,060",Sculptures
Cola no 5/30 limited,40,55,40,Filip Cartier,Poland,"$2,770",Sculptures
Singular Stories From a Sizable Spool: Bullseye,22.9,22.9,7.6,Ellen Schifffman,United States,$370,Sculptures
48 hour heat advisory,54.6,71.1,5.1,bob bradford,United States,"$1,100",Sculptures
Wooden mosaic,110,83.8,4.1,Jozef Sedmak,Slovakia,"$1,870",Sculptures
Empty Hell,46,32,3,Enrique Baeza,Spain,"$6,550",Sculptures
"Captured moments "" Jump with red Bow""",40,40,3,Brigitte Saugstad,Austria,$910,Sculptures
untitled 12 20,50,50,6,Jan Hendriks,Netherlands,"$1,860",Sculptures
Untitled,172,62,13,paulo de tarso,Brazil,"$8,410",Sculptures
the incomplete shape of knowledge,13.5,15.2,4,Enda Carty,United States,$340,Sculptures
Blue core,100,100,0.3,NYWA ART PROJECT,,"$2,710",Sculptures
UNE ÎLE,22.9,63.5,7.6,Luco Cormerais,France,"$8,500",Sculptures
"""Rhino I""",31,22,20,Ognyan Chitakov,Bulgaria,"$1,250",Sculptures
Facet of the Heart #8,35,28.5,2,James Watts,Australia,"$1,200",Sculptures
'Mantra',30,38,32,Nick Moran,United Kingdom,"$2,440",Sculptures
Rusty Sun,25,48,10,Olga Armand Ugon,Uruguay,"$2,710",Sculptures
Just an accent,120,60,25,Ihor Soloviov,Poland,"$2,315",Sculptures
The inside space,30,30,4,Soonyong hong,South Korea,$690,Sculptures
' I see you' Hungarian Vizsla bronze statue,13.7,10.2,3,Anna Tölgyesi,Hungary,$550,Sculptures
Streamer 81,43,36,27,Frans Muhren,Netherlands,"$5,750",Sculptures
Dialog With a Pillar - No. 2,46,194,46,Christoph Robausch,Austria,"$4,200",Sculptures
"""Amante"" - Contemporary Ceramic Sculpture",54,57.1,34.3,Beverly Morrison,United States,"$11,250",Sculptures
"""Space Options / Composition IV""",46,163,14,Ognyan Chitakov,Bulgaria,"$8,400",Sculptures
Outer Rim,60,60,0.3,Daniel A du Preez,South Africa,"$1,074",Sculptures
Route 66,70,60,3.5,Dirk Kruithof,Australia,$589,Sculptures
#7984 Skinny Dipping,88.9,73.7,5.1,Bart Soutendijk,United States,"$1,670",Sculptures
Br4 Zn,20.3,20.3,7.6,PABLO PEREZ-URRUTI DE SALA,Spain,$780,Sculptures
Untitled,36,40,40,Naja Utzon Popov,Denmark,"$3,100",Sculptures
Life,15,42,12,Karen Akhikyan,Armenia,"$1,080",Sculptures
73 1/2,76.2,119.4,3.8,Valerie Wilcox,United States,"$4,950",Sculptures
LOST and FOUND #29,38.1,55.9,17.8,Karmin Schafer Hansen,United States,$850,Sculptures
Gant de Couleur GC20,21,34,4,Marcel Speet,France,$210,Sculptures
Blessed,66,35.6,7.6,Mary Jo McGonagle,United States,"$2,400",Sculptures
"""Linear II"" Metal Wall Sculpture",152.4,86.4,7.6,Karo Studios,United States,"$2,010",Sculptures
Amethyst,26,56,12,Michael James Talbot,United Kingdom,"$15,250",Sculptures
121 Cylellipses Red&Yellow,70,70,7,Philippe Leblanc,Belgium,"$7,350",Sculptures
This is Not Jeff Koons,40,40,30,Cecilie Lind,Norway,"$3,970",Sculptures
Abstraction #151,50,50,3,Paslier Morgan,France,$840,Sculptures
Germination,21,33,18,Ivan Stoyanov,Bulgaria,"$1,810",Sculptures
Mirror Torso,50.8,45.7,12.7,Karl Geckler,United States,"$7,500",Sculptures
"Venus,Sandro Botticelli teapot",33,22.9,7.6,Noi Volkov,United States,"$1,050",Sculptures
untitled 21 11,30,30,6,Jan Hendriks,Netherlands,"$1,660",Sculptures
Speed and space (limited edition 2 of 5),100,100,7,Dmytro Shavala,Poland,"$2,475",Sculptures
Oddment: Interlacing,54.6,67.3,5.1,Yvette Kaiser Smith,United States,"$2,120",Sculptures
Espejo solar,70,132,20,ALBERTO MARTINEZ,Colombia,"$2,950",Sculptures
Jordan 11 sneaker art wall sculpture,58.4,35.6,8.9,Rapheal Crump,United States,"$3,410",Sculptures
Inside and Outside,72.1,138.2,44.2,Samuel Buttner,United Kingdom,"$1,550",Sculptures
untitled 12 29,50,50,6,Jan Hendriks,Netherlands,"$1,810",Sculptures
Woolloongabba to Chapel Hill,28,40,2,James Watts,Australia,"$1,090",Sculptures
Relation II,100,100,5,Eva Barnekow,Sweden,"$2,020",Sculptures
Copying is a great idea,35.6,30.5,15.2,Genna Gurvich,United States,"$5,350",Sculptures
Light Red Sakura Vase,10.8,17.8,10.8,Fiona Chinkan,United States,$180,Sculptures
Cycle VI,39,47,14,Macarena Salinas Amaral,Chile,"$2,770",Sculptures
Inner Circle,8.5,8.5,1.3,Daniel A du Preez,South Africa,$170,Sculptures
"""The Maze""",40.6,40.6,2.5,karen clark,United States,$880,Sculptures
Permafrost,91.4,91.4,10.2,Julie Mars,United States,"$6,900",Sculptures
The inside space,55,55,4,Soonyong hong,South Korea,"$1,860",Sculptures
Hanè in Black - Mid Century Modern Vessel,26.7,44.5,8.9,Beverly Morrison,United States,"$1,150",Sculptures
"FF 11,12 - 110cm, variation LOTA",110,110,12,Alexander Lorenz,Austria,"$2,990",Sculptures
2 White Flowers,124,62,0.1,Anna Sidi-Yacoub,Ireland,"$1,330",Sculptures
Chicago Goddess,10.2,40.6,12.7,Boruch Lev,United States,"$1,850",Sculptures
Sky 1 cmyk,16.3,95.5,18.3,PABLO PEREZ-URRUTI DE SALA,Spain,"$2,070",Sculptures
The Quintessence Pear,33,55.9,33,Divyendu Anand,India,"$1,860",Sculptures
Fragment 6,22.9,21.8,12.9,Marko Grgat,Croatia,"$2,870",Sculptures
Cylindratis Rete (Cylindrical Net) Sculpture,20.3,76.2,20.3,Susan Freda,United States,"$1,000",Sculptures
Paperwork Monochrome #2,80,100,5,Astrid Stoeppel,Germany,"$1,950",Sculptures
""" Waiting For You to Appear "" - Large version",330,260,150,Jiahui Wu,China,"$110,000",Sculptures
ORGANIC TOTEM 1 RED COMBINED,39,200,39,Cristina Figarola,Spain,"$3,950",Sculptures
Coverstation Hearts,83.8,26.7,5.1,Anna Sweet,United States,"$3,060",Sculptures
ORIGAMI /GEOMETRÍA DEL PENSAMIENTO,135,85,22,CARLOS GARCÍA,Spain,"$18,500",Sculptures
2022 Particles (3x),40,14,1.5,Margreet Zwetsloot,Netherlands,$430,Sculptures
Abstraction 125,50,50,3,Paslier Morgan,France,$790,Sculptures
Steady Act,16,69,16,Paul Stein,South Africa,"$2,850",Sculptures
Butterfly Park 4,63.5,63.5,5.1,Sumit Mehndiratta,India,"$1,160",Sculptures
LA MAMA... 4/8 - (white & brown) (FAMILY STORY 2021),20,25,10,Olivier Messas,Germany,"$2,710",Sculptures
Flame,38.1,38.1,0.1,I Make Shapes Beth Blackburn,United Kingdom,"$1,240",Sculptures
Nailed it Series No. 154,63.5,63.5,5.6,Sumit Mehndiratta,India,$960,Sculptures
Cyclicity,100,100,4,Dmytro Shavala,Poland,"$2,875",Sculptures
Cubic Llama Family,15,25.5,15,Jesus Valencia,Chile,"$2,710",Sculptures
Cube G,14,14,13.8,Luis Medina,Spain,$700,Sculptures
Flying Rhombi,86.4,71.1,2.5,Kevin Caron,United States,$425,Sculptures
comfort zone,31,31,5.2,Jessica Moritz,Israel,"$2,550",Sculptures
Forma Botanical 2,17.8,101.6,17.8,Susan Freda,United States,"$1,870",Sculptures
About,25.4,12.7,25.4,Kevin Caron,United States,$855,Sculptures
Oceanscape (Wood Block),95.9,49.5,5.7,Isaiah King,United States,"$2,910",Sculptures
Iron Woman,45,54,23,Hila Laiser Beja,Israel,"$3,740",Sculptures
Eucalyptus abstract sculpture,55.9,172.7,43.2,Vadim Kharchenko,United States,"$4,300",Sculptures
Twist 4,14,15,14,Sharon Brill,Israel,"$1,175",Sculptures
White landscape.,156,131,42,Jeroen Molenaar,Netherlands,"$4,160",Sculptures
The Beloved,9,15,10,Jian Mahony,Australia,$890,Sculptures
Cliff,164,215,8,Juan López Salvador,Spain,"$8,000",Sculptures
Hope,36,36,15,Abu Jafar,United Kingdom,"$9,650",Sculptures
Instruction-Destruction 4.,60,55,2,Lubomyr Tymkiv,Ukraine,"$3,300",Sculptures
L137 (broken wheel)),147,147,25,Juliet Vles,Switzerland,"$13,900",Sculptures
Flower Girl,8,13,8,Francesca Dalla Benetta,Mexico,$910,Sculptures
Revival 4,30,40,6,Jenny Hee,Malaysia,"$1,500",Sculptures
Magic Spell,30.5,30.5,1.9,Sofia Chitikov,United States,$445,Sculptures
Waving No.3,248.9,320,104.1,Wenqin Chen,,"$52,525",Sculptures
Untitled (Wanderer above the sea of fog),70,70,9,Roberto Voorbij,Netherlands,"$1,000",Sculptures
"""Cascade"" Glass and Metal Wall Sculpture",135.9,91.4,9.5,Karo Studios,United States,"$10,100",Sculptures
Syncretic,62,88,4,Liam Hennessy,United Kingdom,$930,Sculptures
Alter Ego Cubes Red,19.5,13,6.5,Alessandro Piano,Italy,$360,Sculptures
L136 (gravitas),183,115,16,Juliet Vles,Switzerland,"$11,300",Sculptures
Sophia,26.5,26.5,3,Leah-Dior Chambers,United Kingdom,"$1,830",Sculptures
from the glassworks: Solaris 13,100,80,5,Juliet Vles,Switzerland,"$4,460",Sculptures
Sixties granite,11,20,9,Yannick Bouillault,France,"$1,280",Sculptures
Interactive mobile 0223 Position A,31,24.9,4.8,Manuel Izquierdo,Spain,"$1,210",Sculptures
Nailed it Series No. 152,111.8,63.5,0.1,Sumit Mehndiratta,India,"$1,410",Sculptures
Large Looking Back Green Llama,15.3,13,8.5,Jesus Valencia,Chile,"$3,050",Sculptures
The inside space,35,60,4,Soonyong hong,South Korea,"$1,660",Sculptures
Why? Geometric translation,26,26,3,Jessica Moritz,Israel,"$1,700",Sculptures
Lotus VII,92.7,92.7,14,Julia Johnson,United States,"$4,150",Sculptures
Cayendo en picado(limited edition 10 units),25,52,5,Nicolai Lada,,$940,Sculptures
Rabbitfly,7.5,17.5,4,Vangelis Ilias,Greece,$480,Sculptures
"""Lily Pond"" Hand knotted Rug",213.4,152.4,2.5,Madison Bloch,United States,"$3,350",Sculptures
RAÍCES ANCESTRALES NUM. 5 - ANCESTRAL ROOTS NUMBER 5,65,172,40,Juan Pedrosa,Spain,"$5,710",Sculptures
"Cuques de LLum 12 ""Lightworms"" [photoluminescent sculptures]",18,45,23,David Sànchez Leòn,Spain,$670,Sculptures
Secret portal,100,100,5,Nazar Symotiuk,Poland,"$2,770",Sculptures
Pride,14,14,3,Daniel A du Preez,South Africa,$399,Sculptures
Invasion 2,200,100,5,Nazar Symotiuk,Poland,"$5,540",Sculptures
Sitting Bear (rough),20,20,20,Ninon art,Netherlands,"$3,570",Sculptures
"Figurative Landscape, white",40.6,15.2,15.2,Heidi Lanino,United States,"$1,800",Sculptures
Untitled,29,46,1,Naja Utzon Popov,Denmark,"$3,370",Sculptures
Equilibrist in grey,24,86,25,Ivan Prieto,Spain,"$3,770",Sculptures
"pattern as figure, full circle",54,38,27,Jessica Moritz,Israel,"$2,775",Sculptures
Sectional,33,59,2.5,Vince Smith,United Kingdom,"$1,880",Sculptures
Cabin 1,24,18,1,Susan Laughton,United Kingdom,$510,Sculptures
Scribble Mirror (Rose Gold),120.7,69.8,0.3,Ryan Coleman,United States,"$4,500",Sculptures
"""Industrial Dolmen-71""",26,117,13,Anna e Daniele Beltrame - Sedie Rustiche di Beltrame Daniele snc,Italy,$440,Sculptures
"Folded Female Reclining No.1; Adorned, Unadorned",30.5,12.7,10.2,Heidi Lanino,United States,"$1,600",Sculptures
SSB2,58.4,76.2,3.8,Scott Troxel,United States,"$3,410",Sculptures
"from the series ""Lichens and Mosses"", MS1242",36,40,45,Marina Schreiber,Germany,"$3,520",Sculptures
Golfer - bronze sculpture by Kristof Toth,20,40,10,Peter Vámosi - VamosiArt,Slovakia,"$2,900",Sculptures
#1550 Treno D' Onda (Wave Train),61,30.5,8.9,Anna Kasabian,United States,"$3,010",Sculptures
Mediterraneo ceramic handmade,55.9,30,11.9,Claudio Bettini,Italy,"$1,078",Sculptures
Black Chrome King / Pop Collection available now,55.9,66,12.7,Nick Stroud KillJoy Art UK,,"$3,183",Sculptures
Square Universe (iii),50.8,50.8,6.3,Maria Bouquet,Argentina,"$2,170",Sculptures
Reclining figure,17.8,6.3,7.6,HILDE DEBRUYNE,United States,"$2,370",Sculptures
Orbitally Re-arranged Crimson King,8.6,5.4,5.7,Michael Nauert,United States,$340,Sculptures
