Name,Width,Height,Depth,Painter,Country,Price,Category
Melting,60,80,4,Zenia Dimitrakopoulou,Greece,"$1,310",Paintings
pollution,22.9,30.5,0.5,SANTHOSH C H,India,$240,Paintings
abstract N° 1098 [The Zoniën Forest I],100,150,4,Koen Lybaert,Belgium,"$4,950",Paintings
image-face(model),65,90.9,3.8,GyoBeom An,South Korea,"$2,970",Paintings
Spanish Summer III,100,100,4,Marisa Añon,Spain,"$1,595",Paintings
"""Triste""",29.7,41,0.2,Cicero Spin,Brazil,$402,Paintings
Array,152.4,94,3.8,Michelle Louis,United States,"$3,460",Paintings
Misty Pink Sunset 210915,91.4,91.4,3.8,Don Bishop,United States,"$2,670",Paintings
Seated Male,40.6,50.8,3.8,Janice Sztabnik,United States,"$1,850",Paintings
The Rainforest,121.9,61,3.8,Yeachin Tsai,United States,"$3,800",Paintings
Marsh Trail,30.5,40.6,2.5,Rebecca Jacob,,$815,Paintings
Romance in the fall you with me,67,82,3,Hai Linh Le,Vietnam,"$1,115",Paintings
Dimension 46,91.4,61,3.8,Hilary Winfield,United States,$995,Paintings
art sketch grey insights ( # 368 ),50.8,40.6,0.5,Harry Moody,United States,$615,Paintings
Neon Skiers,86.4,53.3,5.7,Heather Blanton,United States,"$3,110",Paintings
Mood #38,42,42,0.1,Larissa Eremeeva,Italy,$315,Paintings
134- Marilyn Monroe.,40,60,0.1,ACQUA LUNA,Spain,$490,Paintings
Daring spectra 3,83.8,101.6,2.5,Nestor Toro,United States,"$2,170",Paintings
man with a hat,120,120,2,Katerina Christopoulou,Greece,"$7,000",Paintings
Nude in Sunlight,31,41.9,0.3,Jelena Djokic,Serbia,$192,Paintings
Craving II,61,76.2,3.8,Peggy Lee,United States,"$1,970",Paintings
Canned Heat 1969 ( # 439 ),121.9,121.9,6.3,Harry Moody,United States,"$10,200",Paintings
Atticus Finch.,59.9,90,0.8,Marat Cherny,Kyrgyzstan,$580,Paintings
Portrait 415 - Marilyn Monroe,60,80,3,Dario Moschetta,Italy,"$1,280",Paintings
"Painting on paper. ""GIRL 270519""",24,32,1,Monica Bonzano,Italy,$370,Paintings
Many seas,230,190,2,Gisela Gaffoglio,Argentina,"$6,850",Paintings
PRENDIMI COSI,120,79,0.1,Marco Battaglini,Costa Rica,"$27,000",Paintings
"It's not the first time, it won't be the last",50,34,2,Stefan Doru Moscu,Romania,"$1,220",Paintings
The path,38,32,1,Giorgio Gosti,Italy,$250,Paintings
Chimborazo,120,120,2,muriel napoli,France,"$4,850",Paintings
METQ3576,96,109,8,Andrea de Ranieri,Italy,"$3,250",Paintings
"THEODICY , portret of Josef Mengele  №5",130,120,4,jerzy cepiński,Poland,"$17,000",Paintings
Cranium,70,50,4,Alessandro Pagani,Italy,"$2,190",Paintings
Memories of love 4,56,76,0.1,Luca Brandi,Italy,"$1,560",Paintings
Mia Zapata,10.2,15.2,2,Christy Powers,United States,$235,Paintings
FADED RED,100,140,4,Inez Froehlich,Germany,"$1,720",Paintings
"""Democracy""",101.6,76.2,3.8,Todd Schulz,Canada,"$2,360",Paintings
Composition No. 365,111.8,76.2,2.5,Sumit Mehndiratta,India,"$1,160",Paintings
SEPARATE WAYS,80,120,4,Inez Froehlich,Germany,"$1,760",Paintings
image-face(James Dean),31.7,40.9,2.5,GyoBeom An,South Korea,$810,Paintings
TWO-55,214.6,203.2,3.8,Kris Gebhardt,United States,"$21,250",Paintings
"Red roofs, golden wheat",90,90,2,Nelly van Nieuwenhuijzen,Netherlands,"$1,610",Paintings
Always,50,50,2,Domenico Antonio Frassineti,Italy,"$1,650",Paintings
Red background portrait,81,100,1,marina del pozo,Spain,"$1,860",Paintings
Nineveh,130,100,2,Francesco D'Adamo,Italy,"$2,670",Paintings
"Blue Minimal ""Deep Blue Infinity""",167.6,228.6,3.8,Heidi Thompson,Canada,"$8,500",Paintings
Abstract N° - 043232,80,120,2,Patrick Nikowitz,Austria,"$1,099",Paintings
The Sound Of The Moons Gravity,170.2,124.5,0.5,Jonas Fisch,United States,"$5,500",Paintings
Primitive Abstract Perspective,40.6,50.8,3.8,Robert Lynn,United States,$605,Paintings
Maybe You’re The Reason,22.9,30.5,0.3,Nina Lance,United States,$290,Paintings
BEST OF THE BEST,45.7,61,3.8,Goran Petmil,United States,"$1,750",Paintings
Reflection III,30.5,22.9,0.3,Alissa Kim Tjen,Canada,$200,Paintings
Capri - Cala Grande,76.2,55.9,0.3,Carlos Martín,Spain,$860,Paintings
Fancy Odds XXXI,76.2,76.2,3.8,Naoko Paluszak,United States,"$2,170",Paintings
Saguaro Trio,40.6,50.8,0.3,Michael Pfleghaar,United States,$615,Paintings
Nocturn panorama 7,45.7,61,1.8,Nestor Toro,United States,"$1,000",Paintings
Searching for Miracle,91.4,121.9,2,Elizabeth Elkin,Canada,"$5,450",Paintings
À bon port... | « IN THE SAFE HARBOUR... »,80,80,2,Olivier Messas,Germany,"$1,810",Paintings
Chaos 795,91.4,121.9,0.3,jingshen you,China,$808,Paintings
Monkey,100.1,100.1,2.5,Tomoya Nakano,Japan,"$3,050",Paintings
"art sketch "" Elena"" ( # 337 )",40.6,50.8,0.5,Harry Moody,United States,$545,Paintings
Spring Air II,20.3,25.4,1.8,Alissa Kim Tjen,Canada,$190,Paintings
Cap Horn,120,60,4,muriel napoli,France,"$3,210",Paintings
tender mint inside,90,110,2,Christian Hetzel,Germany,"$13,850",Paintings
Blue ultramarine gheisa,60,60,2,marina del pozo,Spain,$990,Paintings
village sunroom,45.7,61,0.3,Gregory Radionov,United States,$415,Paintings
4205  A lot of mist - sailing boats,29,24,0.1,Andres Vivo,Uruguay,$200,Paintings
Uplifting 20,25,25,4.5,MARIA BACHA,Greece,$184,Paintings
Into The Green,100,270,0.2,Marijah Bac Cam,France,"$4,060",Paintings
Swept Away,91.4,61,3.8,Newel Hunter,United States,"$3,210",Paintings
Earthwork,60,60,4,Gina Parr,United Kingdom,"$2,840",Paintings
Kennedy and Milberg,45.7,61,3.8,T angeline,United States,$880,Paintings
stelios,80,110,4,christos tsimaris,United Kingdom,"$2,500",Paintings
Beyond Traditional,304.8,182.9,2.5,Iarca Gallery,United States,"$21,000",Paintings
Blue Noise II,99.1,99.1,3.8,Noise Reduction Project,Spain,"$5,050",Paintings
It's not my fault,40,40,1.5,Nena Stojanovic,Greece,$710,Paintings
Blick 906,61,61,2.5,Micheal Jones,United States,"$1,600",Paintings
Caldeira,90,90,2,muriel napoli,France,"$3,210",Paintings
Sternschnuppen,70,100,1.5,HARI BEIERL,Germany,"$1,710",Paintings
Very windy summer landscape ##4578,121.9,61,2.5,Andrey Bogoslowsky,United States,"$4,550",Paintings
Walking in water,80,80,1.7,Yuet-Lam Tsang,Hong Kong,"$1,710",Paintings
we lived for the nights,27.9,21.6,0.6,Christy Powers,United States,$880,Paintings
"""12 PM''",91.4,91.4,2.5,Ieva Baklane,Canada,"$5,700",Paintings
light power,140,100,2,Daphne Verheijke,Netherlands,"$4,050",Paintings
Nottinghamshire coal mine,121.9,91.4,3.8,Toni Silber-Delerive,United States,"$4,210",Paintings
"New York, Street Lighting",30.5,35.6,2,Elizabeth Elkin,Canada,$960,Paintings
Where All Searches End,91.4,121.9,2,Nemanja Nikolic,United Kingdom,"$1,970",Paintings
Other dimensional self A2,62,90,2,Karenina Fabrizzi,Spain,"$1,860",Paintings
Summer Valley,141,109.2,2.5,Vahe Yeremyan,United States,"$3,800",Paintings
Hands transformation 2,46,55,1.5,Alessandra B-B,Spain,"$1,260",Paintings
The Untouchables,70,70,0.1,Beata Belanszky-Demko,Hungary,"$2,060",Paintings
Fresh Day,90,30,0.1,Sandy Dooley,United Kingdom,"$1,430",Paintings
Disques No 34,190,130,0.1,Eleni Pratsi,France,"$3,710",Paintings
Agata & Agnes,80,80,2,Maria Iciak,Poland,"$1,290",Paintings
Il Sarto (Fashion Victim nº2),46,55,2,Valeria Pesce,Spain,"$1,200",Paintings
Sunny forest canopy,55.9,71.1,1.8,Nestor Toro,United States,"$1,200",Paintings
Tropical Floral,91.4,91.4,3.8,Yeachin Tsai,United States,"$2,600",Paintings
05.06.2020,80,120,0.1,Stephane Villafane,Spain,"$3,600",Paintings
Secret Garden,152.4,152.4,3.8,Stefanie Kirby,Canada,"$4,010",Paintings
Rivers Shaping,40,30,0.1,Gabriele Maurus,Canada,$440,Paintings
A Fairy Story (Orwell's hen),91.4,121.9,0.3,János Huszti,Hungary,"$1,310",Paintings
Black,19.5,27,0.1,Ebru Acar Taralp,Turkey,$190,Paintings
THE DANCER 19,135,160,2.5,sabine danze,France,"$10,600",Paintings
The Pyramid Owner.,99.1,99.1,3.8,Qais Al-Sindy,United States,"$3,910",Paintings
"THEODICY part 2 , Josef Mengele & Chil Cederbaum",200,180,4,jerzy cepiński,Poland,"$30,000",Paintings
"From the cycle "" Pictures of silence, peace and oblivion""",89,69,3,Franko Tencic,Croatia,"$1,050",Paintings
Make An Excursion XL 1,150.1,100.1,3.8,Peter Nottrott,Germany,"$2,060",Paintings
# let the kids quiet...the donkeys aren't stupid.,50,70,0.3,Pierre-Yves Beltran,France,$570,Paintings
Untitled XIII,30,30,3,Maryline Beauplet-Dornic,France,$269,Paintings
art sketch III # 14,71.1,76.2,3.8,Harry Moody,United States,$880,Paintings
Like a rock,100,120,3,Michelle Hold,Italy,"$2,170",Paintings
Splendor in the Park No. 2,182.9,121.9,3.8,Cat Tesla,United States,"$8,800",Paintings
Junkyard Symphony (Study),22.9,30.5,1.3,GINA COCHRAN,United States,$425,Paintings
Appalachia,91.4,91.4,3.8,Ruslan Khais,United States,"$3,810",Paintings
"design90 24x36""",61,91.4,1.3,Ron Halfant,United States,$826,Paintings
Neon neon nr3,40.6,50.8,0.3,Izabella Hornung,United Kingdom,$590,Paintings
"Sérénité... ""SERENITY""",50,60,2,Olivier Messas,Germany,"$1,060",Paintings
Elevate,91.4,91.4,3.8,Preston M Smith PMS,United States,"$2,370",Paintings
Tranquility 03,76.2,55.9,0.3,Yeachin Tsai,United States,$800,Paintings
Feel the Breeze,94,127,3.8,Michelle Louis,United States,"$2,890",Paintings
Verde que te queiro verde,70,70,2,Antoine Renault,France,"$3,870",Paintings
Listen to the Rain,95,95,9,FINTAN WHELAN,Ireland,"$3,440",Paintings
Women,25,30,2,Vorona Ecaterina,Moldova,$580,Paintings
Symbols  150 x 100 cm.,100,150,2,MOUSSIN IRJAN,Belgium,"$1,520",Paintings
Bettie Page,101.6,81.3,0.1,Dane Shue,United States,"$1,670",Paintings
Map of Everyday Landscapes,15,15,0.1,Asta Kulikauskaitė,Luxembourg,$210,Paintings
Disappearance VIII --EXHIBITION,89,116,2,Cécile Duchêne Malissin,France,"$3,210",Paintings
m.a.c.h.o.,80,80,1.8,Tim Fawcett,United Kingdom,"$1,790",Paintings
Pennant,30,50,0.1,Federico Cortese,Italy,$460,Paintings
Leicestershire Landscape (storm clouds),31,41,4.5,Julien Porisse,France,"$2,010",Paintings
Untitled (The Lambeau),152.4,152.4,6.3,Jim Ford,United States,"$7,200",Paintings
Casa para perro (Dog house),30,35,3,Rossina Bossio,Colombia,$940,Paintings
Coastal Marsh,91.4,91.4,3.8,Filomena Booth,United States,"$3,110",Paintings
Your favorite darkness 4,56,76,0.1,Luca Brandi,Italy,"$1,660",Paintings
Dark Universe II,160,109,2,Catia Goffinet,Brazil,"$1,060",Paintings
Symphony Nº4,40,40,2,Arthur Wishup,Armenia,$710,Paintings
Happiness's cornerstone,96.8,148.1,0.3,Rodrigue Semabia,United States,"$2,225",Paintings
"""Teapot with fruit und flowers""",72.9,59.9,1.8,Igor Zhuk,Germany,"$4,170",Paintings
Graphic #12(Flame),61,120.7,2.5,greg morrissey,United States,$580,Paintings
Untitled,35,27.3,1.8,Kazuhiro Higashi,Japan,$640,Paintings
Sparks Series No:51,50,70,3,Mehmet Dere,Turkey,"$1,800",Paintings
"Good Morning, Mr. Sigmund",150,125,3,Rudolf Janák,Czech Republic,"$3,150",Paintings
"Hard Determinism, Series 20 #34",45.7,61,0.3,Heather Goodwind,United States,$920,Paintings
Judgement Day,121.9,91.4,3.8,Behzad Tabar,United States,"$4,850",Paintings
Alpine Village,121.9,61,3.8,Chase Langford,United States,"$4,750",Paintings
Geometric Comunidad Cromatica 15,120,80,2.5,Adriana Ablin Abstract Painter,Argentina,"$4,070",Paintings
MODL24,180,125,4,Andrea de Ranieri,Italy,"$4,950",Paintings
Territory II (2010818  EC XIV),104.8,76.2,0,Jill Lear,United States,$850,Paintings
Towers,80,60,3,Ad van Riel,Netherlands,"$2,410",Paintings
Concert,14,18,0.1,Kaoru Shibuta,Japan,$190,Paintings
In un giorno lontano di scirocco,73,100,2,Davide Cambria,Italy,"$2,415",Paintings
Fragments No 12,35.5,51,0.1,Ewa Matyja,Poland,$380,Paintings
Dare Devil,100.1,130,2.5,Tommy Lennartsson,Sweden,"$3,700",Paintings
Helmets & Oriental Art girls and other stories 004,50,70,3,Karenina Fabrizzi,Spain,"$3,170",Paintings
Humorous Mood,55.9,76.2,0.3,Yeachin Tsai,United States,$700,Paintings
Nature 164,50,50,4,muriel napoli,France,"$1,630",Paintings
The boy and his violin,42,42,0.3,Marco Ortolan,Argentina,$860,Paintings
Boston terrier puppy,80,60,0.1,Soso Kumsiashvili,Georgia,$580,Paintings
White and Black 8,100,100,3,Nazarii Medvid,Ukraine,$850,Paintings
The flame,73,92,2,Lina Karam,France,"$5,450",Paintings
portrait study 1-30-22,38,56,0.1,thomas donaldson,,$245,Paintings
Awakening,140,157,1,Oscar Nin,Spain,"$4,270",Paintings
image-face(model),116.1,90.9,3.8,GyoBeom An,South Korea,"$4,270",Paintings
Wild Clouds,55.9,76.2,0.3,Yeachin Tsai,United States,$750,Paintings
Red Energy Waves XXL 1,200.2,100.1,3.8,Peter Nottrott,Germany,"$3,940",Paintings
While the wind shakes the barley 2,28,38,0.1,Luca Brandi,Italy,$810,Paintings
Wind in the city. Retro version.,100.1,89.7,5.1,Igor Shulman,Czech Republic,"$4,650",Paintings
Still Life Lemon Starwars FRAMED READY TO HANG,20,20,0.7,Bazévian DelaCapucinière,France,$250,Paintings
Jeunehomme,194,162,0.3,Kaoru Shibuta,Japan,"$6,350",Paintings
Jeunehomme,194,162,0.3,Kaoru Shibuta,Japan,"$6,350",Paintings
Fragile memory VI,50,70,0.5,Cécile Duchêne Malissin,France,"$1,160",Paintings
Yellow Symphony XL 1,154.9,104.9,0.1,Peter Nottrott,Germany,"$2,660",Paintings
Sunny Days 01,45.7,30.5,3.8,Claire Desjardins,Canada,$880,Paintings
Glory Day XL 4,154.9,104.9,3.8,Peter Nottrott,Germany,"$3,440",Paintings
Toni Morrison,10.2,15.2,2,Christy Powers,United States,$235,Paintings
Indigo Seedling Nº 16,40.6,50.8,0.5,Sara Richardson,United States,$340,Paintings
Hold your horses,61,45.7,0.3,John Kilduff,United States,$800,Paintings
TIME IS COMING,100,100,3.8,Yuet-Lam Tsang,Hong Kong,"$6,550",Paintings
Wives on a Blanket,76,76,4,Alan Fears,United Kingdom,"$6,650",Paintings
BLUE CITY,120,100,2,Aleksandr Ilichev,Turkey,"$3,575",Paintings
Black & White(2),76.2,101.6,5.1,Songmi Heart,United States,"$6,400",Paintings
4409 Not for millenians - sailing boats,28,26,0.1,Andres Vivo,Uruguay,$200,Paintings
Transparencies 7,61,61,2.5,karen clark,United States,$565,Paintings
Slow Motion,61,61,2.5,Elyce Abrams,United States,"$2,070",Paintings
Blue Spring vol.95,15.8,21.8,2.3,Ko byung jun,South Korea,$280,Paintings
Trafalgar Crowd II,50.5,76,4,Martin Packford,United Kingdom,"$1,140",Paintings
Please Don't Tell My Secrets,182.9,121.9,3.8,Claire Desjardins,Canada,"$6,720",Paintings
"""Sul palcoscenico n° 21""   Limited Edition 2 of 9",50,40,2,bruno richard,Italy,$866,Paintings
Moth,200,162,3,Adrian Caicedo,France,"$9,600",Paintings
the chair,110,110,4,IGOR TARITAŠ,Croatia,"$3,370",Paintings
"""Untitled"" Original Mixed media painting on wood canvas",29.5,19.7,2,Cristina Castañeda Granja,Spain,$580,Paintings
suffering the head without hairs ,30.5,43.2,1.3,SANTHOSH C H,India,$430,Paintings
Shades of Sky No. 09,55,75,0.1,Ewa Matyja,Poland,$450,Paintings
The nymph,40.6,50.8,2.5,B A H M A N,,"$1,700",Paintings
Nature 145,60,200,4,muriel napoli,France,"$6,650",Paintings
Figaro,42,31,3,Kaoru Shibuta,Japan,$410,Paintings
The water-lily pond. Reflections,100,150,3,Lilia Orlova-Holmes,United Kingdom,"$7,050",Paintings
Flowers,65,65,2.5,Tomoya Nakano,Japan,"$1,110",Paintings
FLOW,33,43,1,Ángel Rivas,Spain,$270,Paintings
Blue abstract painting LE773,90,90,2,Radek Smach,Czech Republic,"$1,760",Paintings
White Cloud Above II,40.6,50.8,1.5,Ron Halfant,United States,$335,Paintings
emerging,40,50,4.5,Martina Niederhauser-Landtwing,Switzerland,$710,Paintings
CINNAMON SEASON,101.6,76.2,2.5,Tatiana Iliina,Canada,"$1,510",Paintings
Beach Bum,101.6,101.6,3.8,Steve Byrnes,Canada,"$1,210",Paintings
Mind's Eye,91.4,121.9,0.3,Yeachin Tsai,United States,"$3,000",Paintings
**Joy***Bather***Sunny Day**,30,51.6,0.1,Jelena Djokic,Serbia,$240,Paintings
Red Geraniums,106.7,132.1,1.9,Melissa McGill,United States,"$3,210",Paintings
The end of times 3,38,28,0.1,Luca Brandi,Italy,$710,Paintings
Portrait of a Gallery Owner,20.3,25.4,0.3,John Kilduff,United States,$240,Paintings
Dalmatian,65.3,65.3,2.5,Tomoya Nakano,Japan,"$1,110",Paintings
Institute of emotional research,100,120,4,Marcelina amelia,United Kingdom,"$5,295",Paintings
Supernova XXXL 1,240,150.1,3.8,Peter Nottrott,Germany,"$8,400",Paintings
"Carlsbad Caverns National Park, New Mexico II [Abstract N°2411]",40,40,0.5,Koen Lybaert,Belgium,$760,Paintings
Space 4,50,50,3.8,Luis Medina,Spain,$700,Paintings
18.11.2017,30,30,5,Stephane Villafane,Spain,"$1,000",Paintings
One day may be,25,30,0.1,Huneau Denis,France,$570,Paintings
L'étranger 20,60,50,4,Fedora Akimova,Georgia,"$2,510",Paintings
This is everything,130,97,3,Jaume Muñoz,Spain,"$2,350",Paintings
QCgs,60,80,1,Stefano Mazzolini,Italy,$330,Paintings
Op. 85. geometric gestures,120,120,2,Gyula Sági,Germany,"$4,650",Paintings
Valentine,182.9,193,0.3,Richard Kattman,United States,"$3,750",Paintings
56 peintures #10,72,72,0.1,LN Le Cheviller,France,$570,Paintings
light trap,160,160,2,Daphne Verheijke,Netherlands,"$5,350",Paintings
Untitled,61,76.2,5.1,Maria Bouquet,Argentina,"$2,170",Paintings
Nocturnal Landscape,76.2,61,3.8,Vadim Puyandaev,United States,"$3,600",Paintings
Sorcerer,38.1,45.7,2.5,Jim Harris,Japan,$430,Paintings
Understanding pink (Spin),91.4,91.4,1.8,Nestor Toro,United States,"$3,410",Paintings
after rothko abstract lines,80,80,2,ANDREA PALLANG,Slovakia,"$2,710",Paintings
Migration | The Story of Two After Storm,120,150,2.9,Yuliya Martynova,United Kingdom,"$9,100",Paintings
Tree Shadows 220407,91.4,61,3.8,Don Bishop,United States,"$2,370",Paintings
Olivenbaum am Wasser,80,60,2,Skadi Engeln,Germany,"$4,650",Paintings
An assumption without any question,91.4,83.8,5.1,Chris Stevens,France,"$5,850",Paintings
Nature 104,100,140,4,muriel napoli,France,"$4,950",Paintings
Deserted stories // Red old house 1,23,13,0.1,Sharon Brill,Israel,$750,Paintings
Ethereal Blue V,60.5,74.9,3.8,Alissa Kim Tjen,Canada,$980,Paintings
Time Tried,27.9,35.6,0.1,Nicole Melnicky,United States,$190,Paintings
About to Bloom,167.6,114.3,3.8,Michelle Louis,United States,"$4,190",Paintings
Rings of Eternity,70,100,0.1,Juliana Do,Austria,"$2,710",Paintings
Bluff Life,76.2,61,2.5,Renee Zangara,United States,"$3,510",Paintings
Violet Intervention,40.6,50.8,0.3,Michael Pfleghaar,United States,$615,Paintings
The Rediscovery,119.4,119.4,7.6,Yanin Ruibal,Mexico,"$3,650",Paintings
baby Eagle Owl,30,38,0.2,Marie-Helene Stokkink,France,$805,Paintings
Boundless (Framed),120,100,3,Tanja Vetter,Germany,"$4,650",Paintings
The collision series 512,20,30,0.1,Luca Brandi,Italy,$480,Paintings
A medieval castle 2,60,35,2,Francisco Santos,Portugal,$660,Paintings
MBDS III,60,80,2,Krisztián Tejfel,Hungary,"$1,840",Paintings
Dark Luv,147.3,152.4,0.2,János Huszti,Hungary,"$1,060",Paintings
Spring 6,30,21,0.1,YVONNE KOO,United Kingdom,$160,Paintings
Zanzibar 2,18,24,0.1,Marta Zamarska,Poland,$320,Paintings
X'mas 2019,21,30,0.1,YVONNE KOO,United Kingdom,$180,Paintings
JUST A SUBLIME WAY TO PAINT A TREE ONEIRIC ART BY O KLOSKA SERENITY AND MELANCHOLIA,100,80,2,Kloska Ovidiu,Romania,"$1,710",Paintings
180516-01 (gardener series),10,14.8,0.1,Kotaro MACHIYAMA,Japan,$380,Paintings
Trees,75,100,0.3,Chantal van Houten,Netherlands,"$2,410",Paintings
LE BRUIT DE LA HOULE,80,80,2,jean-humbert savoldelli,France,"$2,810",Paintings
Drawing Pad II - Bat Woman 2,35.6,43.2,0.3,Jonathan David Lange,United States,$240,Paintings
Reality & Ideality No.0909,25.4,50.8,2,Taeil Kim,South Korea,"$1,520",Paintings
4185  Maritime community - ships,29,24,0.1,Andres Vivo,Uruguay,$200,Paintings
Birds XLIV,32,25,0.1,Maria Iciak,Poland,$280,Paintings
Visitors,80,60,3.5,Sanja Milenkovic,Italy,"$2,500",Paintings
Turquoise Memories,60,60,3.5,Michelle Hold,Italy,$990,Paintings
"Bohemia, Series 13 #15",12.7,20.3,0.3,Heather Goodwind,United States,$315,Paintings
FAISCEAUX,40,30,4,DOMINAULT EVELYNE,France,$490,Paintings
MYWAY,90,90,5,Malgorzata Suplewska,France,"$1,210",Paintings
Dogs,76,107,1,David Antonides,Canada,"$2,610",Paintings
2 FLECHES + GOLD,100,100,3,DOMINAULT EVELYNE,France,"$3,110",Paintings
pana1,91.4,121.9,2,Maria Folger,United States,"$2,210",Paintings
MY VALENTINE,125,165,5,Daniel Bautista,Spain,"$3,540",Paintings
Composition no 261,100,140,5,Eleni Pratsi,France,"$2,270",Paintings
#PROVENCE / 19.05.2022,24,30,2,Stephane Villafane,Spain,$800,Paintings
The Healing Sky,69.8,59.9,2.5,Howard Sills,United Kingdom,"$1,380",Paintings
Flight of Garuda Bird (Diptych),111.8,76.2,0.3,Yeachin Tsai,United States,"$1,400",Paintings
Breakfast,56,66,3,Dawn Beckles,United Kingdom,"$2,032",Paintings
Crimson Blues,50.8,61,1.9,Mutlu Ertac,United States,"$2,130",Paintings
Hawaii,96.5,121.9,0.3,Craig Marshall Smith,United States,"$10,000",Paintings
Light pink and black,30,40,0.1,Luis Medina,Spain,$350,Paintings
Joe Public Speaking,80,80,3.5,Tim Fawcett,United Kingdom,"$2,010",Paintings
Birthday Girl,165.1,142.2,0.3,Mary Robertson,United States,"$4,727",Paintings
White on White XL - Incl. Frame,125,125,4,Ronald Hunter,Netherlands,"$1,800",Paintings
abstract with clouds ( # 537 ),91.4,91.4,0.1,Harry Moody,United States,"$4,210",Paintings
Quanah Parker,111.8,121.9,0.1,Dane Shue,United States,"$2,710",Paintings
Afternoon Read,50.8,61,0.1,Fiona Phillips,United States,"$1,300",Paintings
